study_id,method_id,coring_method,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,pb210_counting_method
McGlathery_et_al_2018,single set of methods,pvc and hammer,sediment not sieved,not specified,60,to constant mass,500,6,not specified,measured,FALSE,carbonates not removed,EA,organic carbon,alpha
